11a-mv18,278326.1
11a-mv19,231529.5
11a-mv21,234001.38
11b-mv21,52092.5
12a-mv44,318289.84
12c-mv44,294777.8
13b-mv44,269799.97
13b-mv69,252011.9
13c-mv44,204322.44
13c-mv69,187295.8
14a-mv74,192174.19
16a-mv119,473973.28
16a-mv120,592870.8
16a-mv125,198097.28
16b-mv119,565420.75
16b-mv120,679685.0
16b-mv125,290019.56
16c-mv119,538199.9
16c-mv120,654700.3
16c-mv125,262482.5
16d-mv119,536475.75
16d-mv120,653099.7
16d-mv125,260751.52
17a-mv119,568776.75
17a-mv120,682795.5
17a-mv127,460845.38
17a-mv129,314122.16
17b-mv119,534507.25
17b-mv120,651986.3
17b-mv129,279372.38
17c-mv120,651505.6
17c-mv129,278833.16
17d-mv119,534053.75
17d-mv120,651578.6
17d-mv129,278915.84
17e-mv119,546303.7
17e-mv120,662111.75
17e-mv127,439195.47
17e-mv129,291260.75
17f-mv119,604446.0
17f-mv120,717421.2
17f-mv127,495701.06
17f-mv129,351045.22
19d-mv69,467238.12
21a-mv18,330950.25
21a-mv19,284153.66
21a-mv21,286625.53
21b-mv18,314324.84
21b-mv19,267528.22
21b-mv21,270000.1
21c-mv18,331715.53
21c-mv19,284918.9
21c-mv21,287390.8
22a-mv74,361977.94
27b-mv19,328681.38
27c-mv19,315863.5
28a-mv74,317070.84
28b-mv74,308995.22
28c-mv74,364032.47
2a-mv119,102197.29
2a-mv127,12018.765
2b-mv119,102044.73
2b-mv127,11907.448
2c-mv119,62058.03
2c-mv127,1.1051612
2d-mv119,104440.97
2d-mv120,219899.4
2d-mv127,13656.995
32b-mv119,125599.25
3a-mv443,162826.97
3b-mv443,87617.89
3c-mv443,194531.69
4a-mv443,29202.207
4b-mv443,80084.664
4c-mv443,51041.77
6a-mv471,1.2770147
6b-mv475,1.3085203
6c-mv471,1.2759084
6d-mv475,1.2563686
6e-mv471,1.2770296
6f-mv475,13774.42
